Passato Prossimo
прошлый (scorso) год (anno) мы жили (vivere) в Риме (Roma).;L'anno scorso noi vivevamo a Roma.
я делаю одну часть работы (parte del lavoro).;Io faccio una parte del lavoro.
мы взяли кусок пиццы.;Noi abbiamo preso un pezzo di pizza.
мы часто ели пиццу.;Noi mangiavamo spesso la pizza.
я гулял (uscire) с друзьями (amici).;Io uscivo con gli amici.
мы встретили (incontrare) старых (vecchi) друзей (amici).;Noi abbiamo incontrato dei vecchi amici.
мы делали это по-разному.;Noi lo facevamo in modo diverso.
она искала один способ (cercare, uno, modo).;Lei ha cercato un modo.
он оказывал небольшую услугу.;Lui faceva un piccolo favore.
ты сделал (fare) большую (grande) услугу (favore).;Tu hai fatto un grande favore.
ты знаешь (conoscere) эту девушку (la).;Tu la conosci.
она позвонила (chiamare) подруге (la).;Lei l'ha chiamata.
мы (noi) пережили (passare) трудные (difficile) моменты (momenti).;Noi abbiamo passato dei momenti difficili.
он красивый парень (bello, ragazzo).;Lui è un bel ragazzo.
он тратит (spendere) деньги (soldo).;Lui spende i soldi.
мы заработали (guadagnare) много (molto) денег (soldi).;Noi abbiamo guadagnato molti soldi.
у меня есть хорошая идея (avere, buona).;Io ho una buona idea.
это была плохая идея (essere, brutta).;Era una brutta idea.
там много (tanta) людей (gente).;C'è tanta gente.
было мало (poca) людей (gente).;C'era poca gente.
он видел (vedere) хороших (brava) людей (gente).;Lui ha visto della brava gente.
я купил (comprare) яблоки (li) на рынке (mercato).;Io li ho comprati al mercato.
мы видели (vedere) их (li) вчера (ieri).;Noi li abbiamo visti ieri.
мне там было хорошо.;Io mi sono trovato bene.
это счастливый (fortunato) случай (caso).;Questo è un caso fortunato.
это был изолированный (isolato) случай (caso).;Era un caso isolato.
она использовала (usare) грубую (bruta) силу (forza).;Lei ha usato la forza bruta.
я вижу (vedere) его (lo) каждый (ogni) день (giorno).;Io lo vedo ogni giorno.
я писал (scrivere) полное (completo) имя (nome).;Io scrivevo il nome completo.
у него есть техническая проблема (tecnico, problema).;Lui ha un problema tecnico.
я знаю (conoscere) весь (intero) мир (mondo).;Io conosco il mondo intero.
мы изучали (studiare) мир (mondo) животных (animale).;Noi studiavamo il mondo animale.
он видел (vedere) новый (nuovo) мир (mondo).;Lui ha visto un nuovo mondo.
она — красивая (bello) женщина (donna).;Lei è una bella donna.
она была сильной женщиной.;Lei era una donna forte.
я видел (vedere) молодую (giovane) женщину (donna).;Io ho visto una giovane donna.
я люблю (amare) мою (mia) семью (famiglia).;Io amo la mia famiglia.
мы были (essere) большой (grande) семьей (famiglia).;Noi eravamo una grande famiglia.
мы нашли причины (trovare, ragioni);Noi abbiamo trovato delle ragioni.
я желаю тебе спокойной ночи (augurare, buona notte).;Io ti auguro una buona notte.
была тихая ночь (essere, silenziosa).;La notte era silenziosa.
он провел бессонную ночь (passare, notte bianca).;Lui ha passato una notte bianca.
она теряла голову (perdere).;Lei perdeva la testa.
я потерял голову (perdere).;Io ho perso la testa.
я нашел (trovare) ценное (prezioso) сокровище (tesoro).;Io ho trovato un tesoro prezioso.
моя жена (moglie) дома (casa).;Mia moglie è a casa.
я встретил (incontrare) мою жену (moglie).;Ho incontrato mia moglie.
он рассказывает (raccontare) историю (storia).;Lui racconta una storia.
она читала (leggere) древнюю (antica) историю (storia).;Lei leggeva una storia antica.
мы написали (scrivere) короткую (breve) историю (storia).;Noi abbiamo scritto una breve storia.
они умерли от голода (morire di fame);Loro sono morti di fame.
мы вызвали (chiamare) полицию (polizia).;Noi abbiamo chiamato la polizia.
я прочитал газету (leggere il giornale);Io ho letto il giornale.
это хороший (buono) конец (fine) дня (giorno).;È un buon finale di giornata.
мы ждали конца недели (aspettare, fine, settimana).;Aspettavamo la fine della settimana.
мы почувствовали (sentire) большой (grande) страх (paura).;Noi abbiamo sentito una grande paura.
мой брат был маленький (essere, piccolo).;Mio fratello era piccolo.
он хороший (buono) начальник (capo).;Lui è un buon capo.
она была начальницей отдела.;Lei era la caporeparto.
мы купили одежду (capi d'abbigliamento).;Noi abbiamo comprato dei capi d'abbigliamento.
мы потеряли (perdere) любовь (amore).;Noi abbiamo perso l'amore.
она убила его хладнокровно (uccidere a sangue freddo);Lei lo ha ucciso a sangue freddo.
я играю (suonare) на пианино (piano).;Io suono il piano.
он жил (vivere) на первом этаже (primo piano).;Lui viveva al primo piano.
мы купили (comprare) новую (nuova) машину (macchina).;Noi abbiamo comprato una macchina nuova.
я мою (lavare) руки (mani).;Io mi lavo le mani.
он помогал.;Lui dava una mano.
ты использовал (usare) правую (destra) руку (mano).;Tu hai usato la mano destra.
это любопытный (curioso) мальчик (bambino).;Questo è un bambino curioso.
мальчик (bambino) был капризным (capriccioso).;Il bambino era capriccioso.
он вернулся к жизни (tornare in vita);Lui è tornato in vita.
он читал весь вечер.;Lui leggeva tutta la sera.
мы провели (passare) вечер (sera) дома (casa).;Noi abbiamo passato la sera a casa.
я иду прогуляться.;Io vado a fare un giro.
ты делал короткий круг.;Tu facevi un breve giro.
он стал папой.;Lui è diventato papà.
я жду уже несколько часов (aspettare, ore).;Io aspetto da alcune ore.
мы засиделись допоздна.;Noi abbiamo fatto le ore piccole.
он шел по сельской дороге (andare, strada di campagna).;Lui andava per la strada di campagna.
мы проводили неделю дома.;Noi passavamo la settimana a casa.
он работал (lavorare) всю (tutta) неделю (settimana).;Lui ha lavorato tutta la settimana.
он был (essere) добрым (bravo) папой (papà).;Lui era un bravo papà.
мы заработали (guadagnare) несколько (dei) долларов (dollari).;Noi abbiamo guadagnato dei dollari.
у него голубые (azzurro) глаза.;Lui ha gli occhi azzurri.
она закрыла (chiudere) глаза.;Lei ha chiuso gli occhi.
он был в (essere) начальной (elementare) школе (scuola).;Lui era in una scuola elementare.
мы делали (fare) забор (prelievo) крови.;Noi facevamo un prelievo di sangue.
она видела красную кровь.;Lei ha visto il sangue rosso.
перевод был автоматическим.;La traduzione era automatica.
у него золотое сердце (oro).;Lui ha un cuore d'oro.
ты разбил ему сердце (spezzare).;Tu hai spezzato il suo cuore.
мы потеряли воспоминания (perdere, ricordo);Noi abbiamo perso i ricordi.
он набирает (comporre) номер телефона (numero di telefono).;Lui compone il numero di telefono.
ты написал (scrivere) номер дома (numero civico).;Tu hai scritto il numero civico.
я пью (bere) горячую (calda) воду (acqua).;Io bevo l'acqua calda.
мы хотели (volere) проточную (corrente) воду (acqua).;Noi volevamo l'acqua corrente.
он пил (bere) минеральную (minerale) воду (acqua).;Lui ha bevuto dell'acqua minerale.
эта маленькая комната (piccola, stanza) очень красивая (bella).;Questa piccola stanza è molto bella.
я чистил (pulire) комнаты (stanze).;Io pulivo le stanze.
он арендовал (affittare) одну комнату (una stanza).;Lui ha affittato una stanza.
он покупает кое-что хорошее.;Lui compra della roba buona.
я убирал старые вещи (mettere via, vecchia).;Io mettevo via la roba vecchia.
мы купили много вещей (comprare, tanta).;Noi abbiamo comprato tanta roba.
она была секретным агентом.;Lei era un'agente segreta.
я нанял агента по недвижимости (immobiliare).;Io ho assunto un agente immobiliare.
он видел (vedere) небесное (celeste) тело (corpo).;Lui vedeva un corpo celeste.
мы изучали (studiare) человеческое (umano) тело (corpo).;Noi abbiamo studiato il corpo umano.
я делаю (fare) красивое (bello) фото (foto).;Io faccio una bella foto.
он отправлял (mandare) групповое (di gruppo) фото (foto).;Lui mandava una foto di gruppo.
мы сделали (fare) памятное (ricordo) фото (foto).;Noi abbiamo fatto una foto ricordo.
он отвечал на звонки.;Lui rispondeva al telefono.
ты купил (comprare) мобильный телефон (telefono cellulare).;Tu hai comprato un telefono cellulare.
я покупаю мешок картошки.;Io compro un sacco di patate.
ты наполнил мешок для мусора.;Tu hai riempito il sacco del pattume.
она симпатичная (carina) девушка (ragazza).;Lei è una ragazza carina.
та девушка (ragazza) была блондинкой (bionda).;Quella ragazza era bionda.
я видел (vedere) красивых (belle) девушек (ragazze).;Io ho visto delle belle ragazze.
она устраивала большую вечеринку (organizzare, grande festa);Lei organizzava una grande festa.
это потеряло смысл (perdere, senso).;Questo ha perso senso.
он сделал это за мгновение.;Lui l'ha fatto in un attimo.
она была моей старшей сестрой (essere, maggiore).;Lei era mia sorella maggiore.
мы встретили сестер-близнецов (incontrare, gemelle).;Noi abbiamo incontrato delle sorelle gemelle.
я смотрю (vedere) хороший (bello) фильм.;Io vedo un bel film.
он посмотрел комедийный фильм.;Lui ha visto un film comico.
это июньский (giugno) месяц (mese).;Questo è il mese di giugno.
он ждал (aspettare) весь (intero) месяц (mese).;Lui aspettava l'intero mese.
они объявляют (dichiarare) войну (guerra).;Loro dichiarano la guerra.
он вел (fare) войну (guerra).;Lui faceva la guerra.
мы развязали войну (fare scoppiare la guerra).;Noi abbiamo fatto scoppiare la guerra.
он шел (andare) к врачу (dottore).;Lui andava dal dottore.
мы встретили (incontrare) хорошего врача (bravo dottore).;Noi abbiamo incontrato un bravo dottore.
она живёт как в мечте;Lei vive un sogno.
ты прожил мечту (vivere un sogno);Tu hai vissuto un sogno.
мы испытываем её терпение;Noi mettiamo alla prova la sua pazienza.
они проявили терпение.;Loro hanno mostrato pazienza.
у меня есть (avere) одна пара (paio) перчаток (guanti).;Io ho un paio di guanti.
она носила (indossare) одну пару (paio) носков (calzini).;Lei indossava un paio di calzini.
он купил одну пару ботинок.;Lui ha comprato un paio di stivali.
он делал (fare) расчеты (conti).;Lui faceva i conti.
мы закрыли (chiudere) счет (conto).;Noi abbiamo chiuso il conto.
я пью пол-литра (litro) молока (latte).;Io bevo mezzo litro di latte.
он использовал (usare) транспортное средство (mezzo di trasporto).;Lui ha usato un mezzo di trasporto.
они работали на себя (lavorare per conto proprio);Loro lavoravano per conto proprio.
я составляю команду (comporre, squadra).;Io compongo la squadra.
он тренировал команду (allenare, squadra).;Lui allenava la squadra.
мы создали команду (formare, squadra).;Noi abbiamo formato una squadra.
мы увидели большой маяк.;Noi abbiamo visto un grande faro.
я сказал одно ключевое слово.;Io ho detto una parola chiave.
ты поставил правую ногу.;Tu hai messo il piede destro.
он купил брюссельскую капусту.;Lui ha comprato un cavolo di Bruxelles.
он — капитан команды (squadra).;Lui è il capitano della squadra.
она была капитаном корабля (nave).;Lei era la capitana della nave.
он играл (giocare) в настольную (da tavolo) игру (gioco).;Lui giocava a un gioco da tavolo.
нам повезло.;Noi abbiamo avuto fortuna.
ты делаешь вывод (trarre una conclusione);Tu trai una conclusione.
она черпала вдохновение (trarre ispirazione);Lei traeva ispirazione.
вы извлекли выгоду (trarre profitto);Voi avete tratto profitto.
он ел (mangiare) легкий (leggera) ужин (cena).;Lui mangiava una cena leggera.
мы плотно поужинали.;Noi abbiamo mangiato una cena abbondante.
он делает (fare) проверки (controllo) безопасности (sicurezza).;Lui fa i controlli di sicurezza.
мы прошли (superare) проверки (controllo).;Noi abbiamo superato i controlli.
он заключает выгодную сделку.;Lui fa un buon affare.
ты услышал (sentire) того парня (quel tizio lì).;Tu hai sentito quel tizio lì.
ты принял меры безопасности.;Tu hai preso delle misure di sicurezza.
они празднуют свадьбу.;Loro festeggiano il matrimonio.
он планировал свадьбу.;Lui pianificava il matrimonio.
мы отменили свадьбу (annullare, matrimonio).;Noi abbiamo annullato il matrimonio.
ты видел (vedere) фейерверк (fuoco d'artificio).;Tu hai visto i fuochi d'artificio.
она видела (vedere) заряженный (carica) пистолет (pistola).;Lei vedeva una pistola carica.
я купил (comprare) автоматический (automatico) пистолет (pistola).;Io ho comprato una pistola automatica.
он становится (diventare) королем (re).;Lui diventa il re.
они короновали (incoronare) короля (re).;Loro hanno incoronato il re.
это хороший (buono) старт (inizio).;Questo è un buon inizio.
мы были в начале (all'inizio) пути (percorso).;Noi eravamo all'inizio del percorso.
я был (essere) молодым родителем (giovane genitore).;Io ero un giovane genitore.
он — нынешний (attuale) президент (presidente).;Lui è l'attuale presidente.
она была (essere) председателем комиссии (presidente della commissione).;Lei era la presidente della commissione.
я живу (abitare) в большом (grande) городе (città).;Io abito in una grande città.
мы посетили маленький город.;Noi abbiamo visitato una piccola città.
он был в (essere) большом (grande) госпитале (ospedale).;Lui era in un grande ospedale.
мы пошли (andare) в центральную (centrale) больницу (ospedale).;Noi siamo andati all'ospedale centrale.
это сложная (difficile) ситуация (situazione).;Questa è una situazione difficile.
он совершал серию убийств (commettere, serie, omicidio).;Lui commetteva una serie di omicidi.
полиция расследовала убийство (indagare, omicidio).;La polizia ha indagato su un omicidio.
это красивая страна (bello, paese).;Questo è un bel paese.
я слушаю (ascoltare) хорошую (buona) музыку.;Io ascolto buona musica.
он слушал (ascoltare) классическую (classica) музыку.;Lui ascoltava la musica classica.
мы слушали (ascoltare) поп-музыку (musica pop).;Noi abbiamo ascoltato la musica pop.
я читаю (leggere) интересную (interessante) книгу (libro).;Io leggo un libro interessante.
ты купил книги.;Tu hai comprato dei libri.
мы стали знаменитыми (diventare famosi);Noi siamo diventati famosi.
они ошиблись в адресе (sbagliare indirizzo);Loro hanno sbagliato l'indirizzo.
они нашли виновного (scoprire il colpevole);Loro hanno scoperto il colpevole.
она была в ужасной тюрьме (essere, terribile, prigione).;Lei era in una prigione terribile.
он — хороший (bravo) адвокат (avvocato).;Lui è un bravo avvocato.
он отправлял (inviare) сообщения (messaggio).;Lui inviava dei messaggi.
я смотрю на голубое небо (guardare, azzurro).;Io guardo il cielo azzurro.
было ясное небо (essere, sereno).;Il cielo era sereno.
он видел облачное небо (vedere, nuvoloso).;Lui ha visto il cielo nuvoloso.
мы искали отдельный санузел.;Noi cercavamo un bagno privato.
он использовал общественный туалет.;Lui ha usato un bagno pubblico.
я выхожу подышать свежим воздухом.;Io esco a prendere un po' d'aria fresca.
он включал (accendere) кондиционер (aria condizionata).;Lui accendeva l'aria condizionata.
мы нашли чистый воздух.;Noi abbiamo trovato aria pulita.
он говорит (parlare) тихим (basso) голосом (voce).;Lui parla a bassa voce.
ты слышал (sentire) голоса (voce).;Tu sentivi delle voci.
я гуляю с собакой (portare a spasso, cane).;Io porto a spasso il cane.
он был верным псом (fedele, cane).;Lui era un cane fedele.
мы выгуляли собак (portare, cani).;Noi abbiamo portato a spasso i cani.
он видит (vedere) открытое (aperto) поле (campo).;Lui vede un campo aperto.
мы включили (accendere) огни (luci).;Noi abbiamo acceso le luci.
это большая (grande) группа (gruppo).;Questo è un grande gruppo.
мы были маленькой (piccolo) группой (gruppo).;Noi eravamo un piccolo gruppo.
они создали музыкальную (musicale) группу (gruppo).;Loro hanno formato un gruppo musicale.
ты увидел внезапное прибытие поезда.;Tu hai visto un arrivo improvviso del treno.
он видит виртуальную реальность (vedere, realtà virtuale).;Lui vede la realtà virtuale.
ты встретил суровую реальность (incontrare, cruda, realtà).;Tu hai incontrato la cruda realtà.
я жил в маленьком городе.;Io vivevo nel piccolo paese.
ключ лежит на столе.;La chiave è sul tavolo.
