A01 - Ενεστώτας (Настоящее время)
Я говорю по-гречески (μιλάω, ελληνικά);Μιλάω ελληνικά
Ты говоришь по-английски (μιλάς, αγγλικά);Μιλάς αγγλικά
Он работает здесь (δουλεύει, εδώ);Δουλεύει εδώ
Мы читаем книгу (διαβάζουμε, βιβλίο);Διαβάζουμε βιβλίο
Вы понимаете греческий? (καταλαβαίνετε, ελληνικά);Καταλαβαίνετε ελληνικά;
Они пишут письмо (γράφουν, γράμμα);Γράφουν γράμμα
Я не говорю по-английски (μιλάω, αγγλικά);Δεν μιλάω αγγλικά
Ты не понимаешь (καταλαβαίνεις);Δεν καταλαβαίνεις
Мы не работаем сегодня (δουλεύουμε, σήμερα);Δεν δουλεύουμε σήμερα
Она не читает книгу (διαβάζει, βιβλίο);Δεν διαβάζει βιβλίο
Я студент (φοιτητής);Είμαι φοιτητής
Ты учитель (δάσκαλος);Είσαι δάσκαλος
Он врач (γιατρός);Είναι γιατρός
Мы студенты (φοιτητές);Είμαστε φοιτητές
Вы учителя (δάσκαλοι);Είστε δάσκαλοι
Они врачи (γιατροί);Είναι γιατροί
У меня есть время (χρόνος);Έχω χρόνο
У тебя есть время? (χρόνος);Έχεις χρόνο;
У нас есть время (χρόνος);Έχουμε χρόνο
У них нет времени (χρόνος);Δεν έχουν χρόνο
Я иду домой (πάω, σπίτι);Πάω σπίτι
Он идёт на работу (πάει, δουλειά);Πάει δουλειά
Мы идём в школу (πάμε, σχολείο);Πάμε σχολείο
Я делаю гимнастику (κάνω, γυμναστική);Κάνω γυμναστική
Ты говоришь правду (λες, αλήθεια);Λες αλήθεια
Она видит дом (βλέπει, σπίτι);Βλέπει σπίτι
Я ем яблоко (τρώω, μήλο);Τρώω μήλο
Мы пьём воду (πίνουμε, νερό);Πίνουμε νερό
Он знает ответ (ξέρει, απάντηση);Ξέρει απάντηση
Меня зовут Никос (με λένε);Με λένε Νίκο
