Hotel Reception A2
Женщина подходит к стойке регистрации (approach, reception desk);The woman approaches the reception desk.
Женщина не подходит к стойке регистрации.;The woman doesn't approach the reception desk.+The woman does not approach the reception desk.
Женщина подходит к стойке регистрации? (approach, reception desk);Does the woman approach the reception desk?
Женщина подошла к стойке регистрации (approach, reception desk);The woman approached the reception desk.
Женщина не подошла к стойке регистрации.;The woman didn't approach the reception desk.+The woman did not approach the reception desk.
Женщина подошла к стойке регистрации? (approach, reception desk);Did the woman approach the reception desk?
Женщина подойдет к стойке регистрации (approach, reception desk);The woman will approach the reception desk.
Женщина не подойдет к стойке регистрации.;The woman won't approach the reception desk.+The woman will not approach the reception desk.
Женщина подойдет к стойке регистрации? (approach, reception desk);Will the woman approach the reception desk?
Она кладет свою кожаную сумку (leather bag, countertop) на столешницу.;She puts her leather bag on the countertop.
Она не кладет свою кожаную сумку на столешницу.;She doesn't put her leather bag on the countertop.+She does not put her leather bag on the countertop.
Она кладет свою кожаную сумку (leather bag, countertop) на столешницу?;Does she put her leather bag on the countertop?
Она положила свою кожаную сумку (leather bag, countertop) на столешницу.;She put her leather bag on the countertop.
Она не положила свою кожаную сумку на столешницу.;She didn't put her leather bag on the countertop.+She did not put her leather bag on the countertop.
Она положила свою кожаную сумку (leather bag, countertop) на столешницу?;Did she put her leather bag on the countertop?
Она положит свою кожаную сумку (leather bag, countertop) на столешницу.;She will put her leather bag on the countertop.
Она не положит свою кожаную сумку на столешницу.;She won't put her leather bag on the countertop.+She will not put her leather bag on the countertop.
Она поставит свою кожаную сумку (leather bag, countertop) на столешницу?;Will she put her leather bag on the countertop?
Девушка поднимает свои глаза (lift);The girl lifts her eyes.
Девушка не поднимает свои глаза (lift);The girl doesn't lift her eyes.+The girl does not lift her eyes.
Девушка поднимает свои глаза? (lift);Does the girl lift her eyes?
Девушка подняла свои глаза (lift);The girl lifted her eyes.
Девушка не подняла своих глаза (lift);The girl didn't lift her eyes.+The girl did not lift her eyes.
Девушка подняла свои глаза? (lift);Did the girl lift her eyes?
Девушка поднимет свои глаза (lift);The girl will lift her eyes.
Девушка не поднимет свои глаза (lift);The girl won't lift her eyes.+The girl will not lift her eyes.
Девушка поднимет свои глаза? (lift);Will the girl lift her eyes?
Девушка говорит «Добрый день!»;The girl says, "Good day!".
Девушка не говорит «Добрый день!»;The girl doesn't say, "Good day!"+The girl does not say, "Good day!".
Девушка говорит «Добрый день!»?;Does the girl say, "Good day!"?
Девушка сказала «Добрый день!»;The girl said, "Good day!".
Девушка не сказала «Добрый день!»;The girl didn't say, "Good day!"+The girl did not say, "Good day!".
Девушка сказала «Добрый день!»?;Did the girl say, "Good day!"?
Девушка скажет «Добрый день!»;The girl will say, "Good day!".
Девушка не скажет «Добрый день!»;The girl won't say, "Good day!"+The girl will not say, "Good day!".
Девушка скажет «Добрый день!»?;Will the girl say, "Good day!"?
Женщина кивает в ответ (nod, in response);The woman nods in response.
Женщина не кивает в ответ (nod, in response);The woman doesn't nod in response.+The woman does not nod in response.
Кивает ли женщина в ответ (nod, in response)?;Does the woman nod in response?
Женщина кивнула в ответ (nod, in response);The woman nodded in response.
Женщина не кивнула в ответ (nod, in response);The woman didn't nod in response.+The woman did not nod in response.
Кивала ли женщина в ответ (nod, in response)?;Did the woman nod in response?
Женщина будет кивать в ответ (nod, in response);The woman will nod in response.
Женщина не будет кивать в ответ (nod, in response);The woman won't nod in response.+The woman will not nod in response.
Будет ли женщина кивать в ответ (nod, in response)?;Will the woman nod in response?
женщина произносит своё имя;the woman pronounces her name.
женщина не произносит своё имя;the woman doesn't pronounce her name+the woman does not pronounce her name.
произносит ли женщина своё имя? (pronounce);Does the woman pronounce her name?
женщина произнесла своё имя;the woman pronounced her name.
женщина не произнесла своё имя;the woman didn't pronounce her name+the woman did not pronounce her name.
произнесла ли женщина своё имя? (pronounce);Did the woman pronounce her name?
женщина произнесёт своё имя;the woman will pronounce her name.
женщина не произнесёт своё имя;the woman won't pronounce her name+the woman will not pronounce her name.
произнесёт ли женщина своё имя? (pronounce);Will the woman pronounce her name?
Она кладет планшет (tablet) перед (in front of) женщиной.;She puts the tablet in front of the woman.
Она не кладет планшет перед женщиной.;She doesn't put the tablet in front of the woman.+She does not put the tablet in front of the woman.
Она кладет планшет (tablet) перед (in front of) женщиной?;Does she put the tablet in front of the woman?
Она положила планшет (tablet) перед (in front of) женщиной.;She put the tablet in front of the woman.
Она не положила планшет перед женщиной.;She didn't put the tablet in front of the woman.+She did not put the tablet in front of the woman.
Она положила планшет (tablet) перед (in front of) женщиной?;Did she put the tablet in front of the woman?
Она положит планшет (tablet) перед (in front of) женщиной.;She will put the tablet in front of the woman.
Она не положит планшет перед женщиной.;She won't put the tablet in front of the woman.+She will not put the tablet in front of the woman.
Она положит планшет (tablet) перед (in front of) женщиной?;Will she put the tablet in front of the woman?
Девушка просит эти данные (ask for, data);The girl asks for these data.
Девушка не просит эти данные (ask for, data);The girl doesn't ask for these data.+The girl does not ask for these data.
Девушка просит эти данные? (ask for, data);Does the girl ask for these data?
Девушка попросила эти данные (ask for, data);The girl asked for these data.
Девушка не попросила эти данные (ask for, data);The girl didn't ask for these data.+The girl did not ask for these data.
Девушка попросила эти данные? (ask for, data);Did the girl ask for these data?
Девушка попросит эти данные (ask for, data);The girl will ask for these data.
Девушка не попросит эти данные (ask for, data);The girl won't ask for these data.+The girl will not ask for these data.
Девушка попросит эти данные? (ask for, data);Will the girl ask for these data?
Женщина берет стилус (take a stylus);The woman takes the stylus.
Женщина не берет стилус (take a stylus);The woman doesn't take the stylus.+The woman does not take the stylus.
Женщина берет стилус? (take a stylus);Does the woman take the stylus?
Женщина взяла стилус (take a stylus);The woman took the stylus.
Женщина не взяла стилус (take a stylus);The woman didn't take the stylus.+The woman did not take the stylus.
Женщина взяла стилус? (take a stylus);Did the woman take the stylus?
Женщина возьмет стилус (take a stylus);The woman will take the stylus.
Женщина не возьмет стилус (take a stylus);The woman won't take the stylus.+The woman will not take the stylus.
Женщина возьмет стилус? (take a stylus);Will the woman take the stylus?
Девушка поправляет свой пиджак перед зеркалом в холле (adjust her jacket, in front of, hall mirror);The girl adjusts her jacket in front of the hall mirror.
Девушка не поправляет свой пиджак перед зеркалом в холле (adjust her jacket, in front of, hall mirror);The girl doesn't adjust her jacket in front of the hall mirror.+The girl does not adjust her jacket in front of the hall mirror.
Девушка поправляет свой пиджак перед зеркалом в холле? (adjust her jacket, in front of, hall mirror);Does the girl adjust her jacket in front of the hall mirror?
Девушка поправляла свой пиджак перед зеркалом в холле (adjust her jacket, in front of, hall mirror);The girl adjusted her jacket in front of the hall mirror.
Девушка не поправляла свой пиджак перед зеркалом в холле (adjust her jacket, in front of, hall mirror);The girl didn't adjust her jacket in front of the hall mirror.+The girl did not adjust her jacket in front of the hall mirror.
Девушка поправляла свой пиджак перед зеркалом в холле? (adjust her jacket, in front of, hall mirror);Did the girl adjust her jacket in front of the hall mirror?
Девушка будет поправлять свой пиджак перед зеркалом в холле (adjust her jacket, in front of, hall mirror);The girl will adjust her jacket in front of the hall mirror.
Девушка не будет поправлять свой пиджак перед зеркалом в холле (adjust her jacket, in front of, hall mirror);The girl won't adjust her jacket in front of the hall mirror.+The girl will not adjust her jacket in front of the hall mirror.
Девушка будет поправлять свой пиджак перед зеркалом в холле? (adjust her jacket, in front of, hall mirror);Will the girl adjust her jacket in front of the hall mirror?
Она вдыхает воздух (breathe, air);She breathes the air.
Она не вдыхает воздух (breathe, air);She doesn't breathe the air.+She does not breathe the air.
Она вдыхает воздух? (breathe, air);Does she breathe the air?
Она вдыхала воздух (breathe, air);She breathed the air.
Она не вдыхала воздух (breathe, air);She didn't breathe the air.+She did not breathe the air.
Она вдыхала воздух? (breathe, air);Did she breathe the air?
Она будет вдыхать воздух (breathe, air);She will breathe the air.
Она не будет вдыхать воздух (breathe, air);She won't breathe the air.+She will not breathe the air.
Она будет вдыхать воздух? (breathe, air);Will she breathe the air?
Женщина заходит в светлую переговорную комнату (enter, bright);The woman enters the bright meeting room.
Женщина не заходит в светлую переговорную комнату (enter, bright);The woman doesn't enter the bright meeting room.+The woman does not enter the bright meeting room.
Женщина заходит в светлую переговорную комнату? (enter, bright);Does the woman enter the bright meeting room?
Женщина зашла в светлую переговорную комнату (enter, bright);The woman entered the bright meeting room.
Женщина не зашла в светлую переговорную комнату (enter, bright);The woman didn't enter the bright meeting room.+The woman did not enter the bright meeting room.
Женщина зашла в светлую переговорную комнату? (enter, bright);Did the woman enter the bright meeting room?
Женщина войдет в светлую переговорную комнату (enter, bright);The woman will enter the bright meeting room.
Женщина не войдет в светлую переговорную комнату (enter, bright);The woman won't enter the bright meeting room.+The woman will not enter the bright meeting room.
Женщина войдет в светлую переговорную комнату? (enter, bright);Will the woman enter the bright meeting room?
Мужчина сидит за массивным дубовым столом (massive, oak);The man sits at a massive oak table.
Мужчина не сидит за массивным дубовым столом (massive, oak);The man doesn't sit at a massive oak table.+The man does not sit at a massive oak table.
Мужчина сидит за массивным дубовым столом? (massive, oak);Does the man sit at a massive oak table?
Мужчина сидел за массивным дубовым столом (massive, oak);The man sat at a massive oak table.
Мужчина не сидел за массивным дубовым столом (massive, oak);The man didn't sit at a massive oak table.+The man did not sit at a massive oak table.
Мужчина сидел за массивным дубовым столом? (massive, oak);Did the man sit at a massive oak table?
Мужчина будет сидеть за массивным дубовым столом (massive, oak);The man will sit at a massive oak table.
Мужчина не будет сидеть за массивным дубовым столом (massive, oak);The man won't sit at a massive oak table.+The man will not sit at a massive oak table.
