Italian - Congiuntivo Passato
он думает, что я уже был готов (essere pronto);Lui pensa che io sia stato pronto;Congiuntivo Passato
она надеется, что ты уже был готов (essere pronto);Lei spera che tu sia stato pronto;Congiuntivo Passato
я верю, что он уже был готов (essere pronto);Io credo che lui sia stato pronto;Congiuntivo Passato
мы сомневаемся, что она уже была готова (essere pronto);Noi dubitiamo che lei sia stata pronta;Congiuntivo Passato
ты думаешь, что мы уже были готовы (essere pronto);Tu pensi che noi siamo stati pronti;Congiuntivo Passato
я полагаю, что вы уже были готовы (essere pronto);Io suppongo che voi siate stati pronti;Congiuntivo Passato
он верит, что они уже были готовы (essere pronto);Lui crede che loro siano stati pronti;Congiuntivo Passato
он думает, что я уже проголодался (avere fame);Lui pensa che io abbia avuto fame;Congiuntivo Passato
она думает, что ты уже проголодался (avere fame);Lei pensa che tu abbia avuto fame;Congiuntivo Passato
я думаю, что он уже проголодался (avere fame);Io penso che lui abbia avuto fame;Congiuntivo Passato
мы думаем, что она уже проголодалась (avere fame);Noi pensiamo che lei abbia avuto fame;Congiuntivo Passato
ты думаешь, что мы уже проголодались (avere fame);Tu pensi che noi abbiamo avuto fame;Congiuntivo Passato
я думаю, что вы уже проголодались (avere fame);Io penso che voi abbiate avuto fame;Congiuntivo Passato
он думает, что они уже проголодались (avere fame);Lui pensa che loro abbiano avuto fame;Congiuntivo Passato
он думает, что я уже задал вопрос (fare una domanda);Lui pensa che io abbia fatto una domanda;Congiuntivo Passato
она надеется, что ты уже задал вопрос (fare una domanda);Lei spera che tu abbia fatto una domanda;Congiuntivo Passato
я сомневаюсь, что он уже задал вопрос (fare una domanda);Io dubito che lui abbia fatto una domanda;Congiuntivo Passato
мы верим, что она уже задала вопрос (fare una domanda);Noi crediamo che lei abbia fatto una domanda;Congiuntivo Passato
они думают, что мы уже задали вопрос (fare una domanda);Loro pensano che noi abbiamo fatto una domanda;Congiuntivo Passato
я полагаю, что вы уже задали вопрос (fare una domanda);Io suppongo che voi abbiate fatto una domanda;Congiuntivo Passato
она надеется, что они уже задали вопрос (fare una domanda);Lei spera che loro abbiano fatto una domanda;Congiuntivo Passato
он думает, что я уже узнал правду (sapere la verità);Lui pensa che io abbia saputo la verità;Congiuntivo Passato
она надеется, что ты уже узнал правду (sapere la verità);Lei spera che tu abbia saputo la verità;Congiuntivo Passato
я сомневаюсь, что он уже узнал правду (sapere la verità);Io dubito che lui abbia saputo la verità;Congiuntivo Passato
мы полагаем, что она уже узнала правду (sapere la verità);Noi supponiamo che lei abbia saputo la verità;Congiuntivo Passato
они думают, что мы уже узнали правду (sapere la verità);Loro pensano che noi abbiamo saputo la verità;Congiuntivo Passato
я верю, что вы уже узнали правду (sapere la verità);Io credo che voi abbiate saputo la verità;Congiuntivo Passato
он надеется, что они уже узнали правду (sapere la verità);Lui spera che loro abbiano saputo la verità;Congiuntivo Passato
он думает, что я уже сказал правду (dire la verità);Lui pensa che io abbia detto la verità;Congiuntivo Passato
она надеется, что ты уже сказал правду (dire la verità);Lei spera che tu abbia detto la verità;Congiuntivo Passato
я сомневаюсь, что он уже сказал правду (dire la verità);Io dubito che lui abbia detto la verità;Congiuntivo Passato
мы верим, что она уже сказала правду (dire la verità);Noi crediamo che lei abbia detto la verità;Congiuntivo Passato
они полагают, что мы уже сказали правду (dire la verità);Loro suppongono che noi abbiamo detto la verità;Congiuntivo Passato
я думаю, что вы уже сказали правду (dire la verità);Io penso che voi abbiate detto la verità;Congiuntivo Passato
он надеется, что они уже сказали правду (dire la verità);Lui spera che loro abbiano detto la verità;Congiuntivo Passato
он думает, что я уже ушел на работу (andare al lavoro);Lui pensa che io sia andato al lavoro;Congiuntivo Passato
она надеется, что ты уже ушел на работу (andare al lavoro);Lei spera che tu sia andato al lavoro;Congiuntivo Passato
