C13 - Verbi pronominali idiomatici
Я справлюсь с этой работой за час (lavoro).;Ce la faccio con questo lavoro in un'ora.
Ты не справишься с этим заданием один (compito).;Non ce la fai con questo compito da solo.
Мы справились с пробкой и пришли вовремя (traffico).;Ce l'abbiamo fatta con il traffico e siamo arrivati in tempo.
Она не справилась с экзаменом (esame).;Non ce l'ha fatta con l'esame.
Вы справитесь с этой проблемой (problema)?;Ce la fate con questo problema?
Я хочу уйти прямо сейчас (ora).;Me ne voglio andare proprio ora.
Он ушел из дома без слов (casa).;Se n'è andato di casa senza dire una parola.
Мы уйдем после ужина (cena).;Ce ne andiamo dopo cena.
Она ушла рано утром (mattina).;Se n'è andata presto questa mattina.
Вы уходите или остаетесь (restare)?;Ve ne andate o restate?
Он выкручивается из сложной ситуации (situazione).;Se la cava in questa situazione difficile.
Я выкручиваюсь благодаря друзьям (amici).;Me la cavo grazie agli amici.
Мы выкручиваемся без проблем (problemi).;Ce la caviamo senza problemi.
Она всегда выкручивается из беды (guai).;Se la cava sempre dai guai.
Как ты выкручиваешься без денег (soldi)?;Come te la cavi senza soldi?
Для этого требуется много времени (tempo).;Ci vuole molto tempo per questo.
Требуется час, чтобы доехать туда (ora).;Ci vuole un'ora per arrivarci.
Сколько времени требуется (tempo)?;Quanto tempo ci vuole?
Не требуется много денег (soldi).;Non ci vogliono molti soldi.
Для этой работы требуется два дня (giorni).;Ci vogliono due giorni per questo lavoro.
Я трачу много времени на дорогу (strada).;Ci metto molto tempo per la strada.
Он тратит слишком много времени на все (troppo).;Ci mette troppo tempo per tutto.
Сколько времени вы тратите на это (tempo)?;Quanto tempo ci mettete?
Мы потратили час на ответ (risposta).;Ci abbiamo messo un'ora per rispondere.
Она потратит два дня на проект (progetto).;Ci metterà due giorni per il progetto.
Он обиделся на меня из-за этого слова (parola).;Se l'è presa con me per questa parola.
Она обиделась на друга из-за шутки (battuta).;Se l'è presa con l'amico per la battuta.
Не обижайся на меня, пожалуйста (per favore).;Non te la prendere con me, per favore.
Они обиделись на нас за правду (verità).;Se la sono presa con noi per la verità.
Почему ты обиделся на него (lui)?;Perché te la sei presa con lui?
Я выложился полностью в этом проекте (progetto).;Ce l'ho messa tutta in questo progetto.
Она выложилась на экзамене (esame).;Ce l'ha messa tutta per l'esame.
Мы выложились и победили (vincere).;Ce l'abbiamo messa tutta e abbiamo vinto.
Вы выложились в этой работе (lavoro)?;Ce l'avete messa tutta in questo lavoro?
Он выкладывается в спорте (sport).;Ce la mette tutta nello sport.
Мне пришла в голову идея (idea).;Mi è venuta in mente un'idea.
Ей пришло в голову решение (soluzione).;Le è venuta in mente una soluzione.
Мы договорились о времени (orario).;Ci siamo messi d'accordo sull'orario.
Они договорятся завтра (domani).;Si metteranno d'accordo domani.
Я понял, что ошибся (errore).;Mi sono reso conto dell'errore.
