C18 - Idiomatica e collocazioni
Профессор подвел итоги лекции (lezione).;Il professore ha fatto il punto sulla lezione.
Подведем итоги встречи (incontro).;Facciamo il punto sull'incontro.
Давайте подведем итоги прогресса (progressi).;Facciamo il punto sui progressi.
Я должен подвести итоги проекта (progetto).;Devo fare il punto sul progetto.
Мы подвели итоги командной работы (squadra).;Abbiamo fatto il punto sul lavoro di squadra.
Давайте проясним ситуацию (situazione).;Facciamo il punto della situazione.
Прежде всего важно подвести итоги (importante).;Prima di tutto è importante fare il punto.
Нужно подвести итоги наших дел (attività).;Bisogna fare il punto sulle nostre attività.
Я должен признать реальность (realtà).;Devo prendere atto della realtà.
Мы признаем твою победу (vittoria).;Prendiamo atto della tua vittoria.
Он признал ошибки (errori).;Ha preso atto degli errori.
Давайте признаем факты (fatti).;Prendiamo atto dei fatti.
Я признаю, что ты прав (ragione).;Prendo atto del fatto che hai ragione.
Мы признали изменения (cambiamenti).;Abbiamo preso atto dei cambiamenti.
Ты признаешь трудность (difficoltà)?;Prendi atto della difficoltà?
Компания признала проблему (azienda).;L'azienda ha preso atto del problema.
Давайте сфокусируем внимание (attenzione).;Mettiamo a fuoco l'attenzione.
Я должен прояснить вопрос (questione).;Devo mettere a fuoco la questione.
Она прояснила ситуацию (situazione).;Ha messo a fuoco la situazione.
Фото не в фокусе (foto).;La foto non è a fuoco.
Он четко сформулировал идею (idea).;Ha messo a fuoco l'idea.
Нам нужно прояснить приоритеты (priorità).;Dobbiamo mettere a fuoco le priorità.
Она сфокусировалась на проблеме (problema).;Ha messo a fuoco il problema.
Давайте сосредоточимся на деталях (dettagli).;Mettiamo a fuoco i dettagli.
Я хочу прояснить этот аспект (aspetto).;Voglio mettere a fuoco questo aspetto.
Это имеет отношение к тебе (te).;Questo ha a che fare con te.
У меня нет ничего общего с ним (lui).;Non ho niente a che fare con lui.
Это дело связано с деньгами (soldi).;Questa cosa ha a che fare con i soldi.
Она не хочет иметь дело с проблемами (problemi).;Non vuole avere a che fare con i problemi.
Что это имеет общего с нами (noi)?;Cosa ha a che fare questo con noi?
Я не хочу иметь дела с этим (questo).;Non voglio avere a che fare con questo.
Это не имеет отношения к работе (lavoro).;Questo non ha niente a che fare con il lavoro.
Не принимай это как само собой разумеющееся (scontato).;Non darlo per scontato.
Он принимает все как должное (tutto).;Lui dà tutto per scontato.
Она принимала любовь как должное (amore).;Lei dava l'amore per scontato.
Мы не должны принимать это как должное (questo).;Non dobbiamo darlo per scontato.
Ты принимаешь успех как должное (successo)?;Dai il successo per scontato?
Он делает вид, что ничего не знает (sapere).;Fa finta di non sapere niente.
Мы учитываем твое мнение (parere).;Teniamo conto del tuo parere.
Я понял свою ошибку (errore).;Mi sono reso conto del mio errore.
