B08 - Futuro Anteriore
2	К тому времени как ты придёшь я (уже) закончу (работу - lavoro);Quando arriverai avrò finito il lavoro
3	К моменту твоего возвращения я (уже) приготовлю ужин;Quando tornerai avrò preparato la cena
4	Мы (уже) уйдём до того как начнётся (дождь - piovere);Saremo andati via prima che inizi a piovere
5	Он (уже) закончит проект до следующей недели;Avrà finito il progetto la prossima settimana
6	Они (уже) уедут к завтрашнему дню;Saranno partiti domani
7	Я (уже) всё сделаю к вечеру;Avrò fatto tutto stasera
8	Мы (уже) построим дом к зиме;Avremo costruito la casa prima dell'inverno
9	К твоему приходу он (уже) проснётся;Quando arriverai si sarà svegliato
10	Она (уже) уйдёт до того как ты заметишь;Sarà uscita prima che tu te ne accorga
11	Они (уже) закончат до полудня;Avranno finito prima di mezzogiorno
12	Я (уже) прочитаю эту книгу к выходным;Avrò letto questo libro per il weekend
13	Она (уже) приготовит обед когда мы вернёмся;Quando torneremo avrà preparato il pranzo
14	Мы (уже) закончим до темноты;Avremo finito prima che faccia buio
15	Он (уже) позвонит к пяти часам;Avrà chiamato entro le cinque
16	Я (уже) напишу письмо завтра к утру;Avrò scritto la lettera domani mattina
17	Она (уже) вернётся через неделю;Sarà tornata tra una settimana
18	Они (уже) всё узнают к завтрашнему дню;Saranno a conoscenza di tutto domani
19	Я (уже) найду решение к следующему заседанию;Troverò una soluzione per la prossima riunione
20	Мы (уже) обсудим этот вопрос до пятницы;Ne avremo discusso prima di venerdì
21	Она (уже) отправит посылку к среде;Sarà spedita entro mercoledì
22	Они (уже) устроят вечеринку на следующей неделе;Avranno organizzato la festa la prossima settimana
23	Он (уже) закончит университет через два года;Avrà finito l'università tra due anni
24	Я (уже) куплю машину к лету;Avrò comprato la macchina per l'estate
25	Мы (уже) посетим Италию в следующем году;Saremo venuti in Italia l'anno prossimo
26	Она (уже) начнёт новую работу в понедельник;Avrà iniziato il nuovo lavoro lunedì
27	Они (уже) переедут в новый дом к сентябрю;Saranno trasferiti nella nuova casa per settembre
28	Я (уже) просмотрю все документы до встречи;Avrò guardato tutti i documenti prima dell'incontro
29	Она (уже) сдаст экзамен к концу месяца;Avrà superato l'esame entro la fine del mese
30	Они (уже) достанут билеты на концерт;Saranno riusciti a ottenere i biglietti per il concerto
31	Я (уже) запишусь на курс на следующей неделе;Mi sarò iscritto al corso la prossima settimana
32	Мы (уже) встретимся с друзьями в пятницу;Saremo incontrati gli amici venerdì
33	Она (уже) отправится в путешествие в следующем месяце;Sarà partita per un viaggio il mese prossimo
34	Они (уже) закончат ремонт до Нового года;Avranno finito i lavori prima di Natale
35	Он (уже) опубликует статью к концу года;Avrà pubblicato l'articolo entro la fine dell'anno
36	Я (уже) передам ему сообщение до встречи;Gli avrò passato il messaggio prima dell'incontro
37	Мы (уже) договоримся о времени до пятницы;Saremo in accordo sull'orario prima di venerdì
38	Он (наверное уже - probabile) пришёл (arrivare);Sarà arrivato
39	Она (должна быть - probabile) дома (casa);Sarà a casa
40	Они (наверное уже - probabile) уехали (partire);Saranno partiti
41	Где (может быть - probabile) Марко?;Dov'è Marco? Sarà a scuola
42	Погода (tempo) (должна быть - probabile) хорошая (bello);Sarà bel tempo
43	Она (наверное - probabile) уже (già) спит (dormire);Sarà già andata a dormire
44	Они (должны быть - probabile) на работе (lavoro);Saranno al lavoro
45	Книга (libro) (наверное - probabile) интересная (interessante);Sarà interessante
46	Поезд (treno) (наверное уже - probabile) пришёл (arrivare);Il treno sarà arrivato
47	Он (должен быть - probabile) довольным (contento);Sarà contento
48	Мы (наверное - probabile) опоздали (ritardo);Saremo in ritardo
49	Она (должна быть - probabile) занята (occupato);Sarà occupata
50	Они (наверное уже - probabile) сделали (fare) всё (tutto);Avranno fatto tutto
