A18 - V2 Wortstellung im Hauptsatz
Я сегодня иду в школу (ich, heute, Schule);Ich gehe heute in die Schule
Сегодня я иду в школу (heute, ich, Schule);Heute gehe ich in die Schule
Завтра мы едем в Берлин (morgen, wir, Berlin);Morgen fahren wir nach Berlin
Сейчас она дома (jetzt, sie, Hause);Jetzt ist sie zu Hause
Потом он идёт на работу (dann, er, Arbeit);Dann geht er zur Arbeit
Утром я пью кофе (morgens, ich, Kaffee);Morgens trinke ich Kaffee
Вечером мы смотрим телевизор (abends, wir, Fernseher);Abends sehen wir fern
Потом они идут гулять (dann, sie, spazieren);Dann gehen sie spazieren
Я читаю книгу (ich, Buch, lesen);Ich lese ein Buch
Книгу я читаю вечером (Buch, ich, abends);Ein Buch lese ich abends
В парке дети играют (Park, Kinder, spielen);Im Park spielen die Kinder
В ресторане мы едим пиццу (Restaurant, wir, Pizza);Im Restaurant essen wir Pizza
Я хорошо говорю по-немецки (ich, gut, Deutsch);Ich spreche gut Deutsch
Хорошо я говорю по-немецки (gut, ich, Deutsch);Gut spreche ich Deutsch
Он быстро бежит (er, schnell, laufen);Er läuft schnell
Быстро он бежит (schnell, er, laufen);Schnell läuft er
Я всегда встаю рано (ich, immer, aufstehen);Ich stehe immer früh auf
Всегда я встаю рано (immer, ich, aufstehen);Immer stehe ich früh auf
Мы часто ходим в кино (wir, oft, Kino);Wir gehen oft ins Kino
Часто мы ходим в кино (oft, wir, Kino);Oft gehen wir ins Kino
Она тоже любит музыку (sie, auch, Musik);Sie hört auch gern Musik
Тоже она любит музыку (auch, sie, Musik);Auch hört sie gern Musik
К счастью погода хорошая (glücklicherweise, Wetter);Glücklicherweise ist das Wetter schön
Возможно он придёт завтра (vielleicht, er, kommen);Vielleicht kommt er morgen
К сожалению я не могу (leider, ich, nicht, konnen);Leider kann ich nicht kommen
Поэтому я остаюсь дома (deshalb, ich, Hause);Deshalb bleibe ich zu Hause
Потом мы идём домой (dann, wir, nach Hause);Dann gehen wir nach Hause
В воскресенье она идёт в церковь (Sonntag, sie, Kirche);Am Sonntag geht sie in die Kirche
После работы я иду в спортзал (nach Arbeit, ich, Fitnessstudio);Nach der Arbeit gehe ich ins Fitnessstudio
Утром он пьёт чай (morgens, er, Tee);Morgens trinkt er Tee
