B16 - Pronouns with Verbs
2	Я должен это сделать;Lo devo fare
3	Ты хочешь это посмотреть;Lo vuoi vedere
4	Он может это сделать;Lo può fare
5	Мы должны это прочитать;Lo dobbiamo leggere
6	Вы хотите это попробовать;Lo volete provare
7	Они могут это купить;Lo possono comprare
8	Я должен тебе сказать;Ti devo dire
9	Ты хочешь мне помочь;Mi vuoi aiutare
10	Он хочет нас встретить;Ci vuole incontrare
11	Мы должны тебе позвонить;Ti dobbiamo chiamare
12	Вы хотите нас видеть;Ci volete vedere
13	Они хотят мне помочь;Mi vogliono aiutare
14	Я могу это сделать;Lo posso fare
15	Ты должен это понять;Lo devi capire
16	Он может это объяснить;Lo può spiegare
17	Мы должны это закончить;Lo dobbiamo finire
18	Вы можете это начать;Lo potete iniziare
19	Они могут это изучить;Lo possono studiare
20	Я должен туда пойти;Ci devo andare
21	Ты хочешь туда прийти;Ci vuoi venire
22	Он может туда прийти;Ci può venire
23	Мы должны там быть;Ci dobbiamo essere
24	Вы хотите там жить;Ci volete vivere
25	Они могут там работать;Ci possono lavorare
26	Я хочу тебя увидеть;Ti voglio vedere
27	Ты должен меня услышать;Mi devi sentire
28	Он хочет нас понять;Ci vuole capire
29	Мы должны вас встретить;Vi dobbiamo incontrare
30	Вы хотите нас найти;Ci volete trovare
31	Они могут мне помочь;Mi possono aiutare
32	Я должен это сказать;Lo devo dire
33	Ты можешь это сделать;Lo puoi fare
34	Он должен это понять;Lo deve capire
35	Мы можем это увидеть;Lo possiamo vedere
36	Вы должны это знать;Lo dovete sapere
37	Они могут это сделать;Lo possono fare
38	Я хочу тебя услышать;Ti voglio sentire
39	Ты должен мне помочь;Mi devi aiutare
40	Он хочет нас видеть;Ci vuole vedere
41	Мы должны вам сказать;Vi dobbiamo dire
