C17 - Registri: formale scritto / parlato colloquiale
Я пишу (scrivere) Вам, чтобы сообщить (informare) о встречи (incontro).;Le scrivo per informarLa dell'incontro.
Дорогой (Gentile) господин (Signor) Росси, спасибо (ringraziare) за письмо (lettera).;Gentile Signor Rossi, La ringrazio per la Sua lettera.
Будьте добры, передайте (passare) мне документы (documento).;Per favore, mi passi i documenti.
Извините (scusare) за беспокойство (disturbo).;Mi scusi per il disturbo.
Примите (porgere) мои наилучшие (migliore) пожелания (saluto).;Le porgo i miei più cordiali saluti.
В соответствии с (in base) вашим запросом (richiesta)...;In base alla Sua richiesta...
С уважением (cordiali saluti), Джованни Росси.;Cordiali saluti, Giovanni Rossi.
Прошу Вас подтвердить (confermare) получение (ricezione).;La prego di confermare la ricezione.
Эй (Ehi), Марко, как дела (come va)?;Ehi Marco, come va?
Давай (dare) встретимся (incontrare) завтра (domani).;Diamo appuntamento a domani.
Слушай (sentire), одолжи (prestare) мне 10 евро (euro);Senti, mi presti dieci euro
Что нового (nuovo)?;Che c'è di nuovo?
Ничего (nulla) особенного (speciale).;Non c'è niente di speciale.
Пошли (andare) куда-нибудь (qualche parte).;Andiamo da qualche parte.
Я не в настроении (umore).;Non sono di buon umore.
Ты почему (perché) такой грустный (giù di corda)?;Perché sei così giù di corda?
Да ладно (dai)!;Dai!
Не знаю (sapere), забыл (dimenticare).;Non lo so, ho dimenticato.
Добрый день (buongiorno), можно мне кофе (caffè)?;Buongiorno, posso avere un caffè?
Извините (scuse), где находится (trovarsi) вокзал (stazione)?;Scusi, dove si trova la stazione?
Сколько (quanto) это стоит (costare)?;Quanto costa?
Я хотел бы (volere) заказать (prenotare) столик (tavolo) на двоих (due).;Vorrei prenotare un tavolo per due.
Сегодня (oggi) отличная (buono) погода (tempo).;Oggi c'è bel tempo.
Мне нравится (piacere) этот ресторан (ristorante).;Mi piace questo ristorante.
Спасибо (grazie) за помощь (aiuto).;Grazie per l'aiuto.
Извините (scusa) за опоздание (ritardo).;Scusa il ritardo.
Всё (tutto) в порядке (posto)?;Tutto a posto?
Нет problemi (problema).;Nessun problema.
До встречи (a presto)!;A presto!
Приятного аппетита (buon appetito)!;Buon appetito!
Добро пожаловать (benvenuto)!;Benvenuto!
Позвольте (permettere) представиться (presentarsi).;Permettetemi di presentarmi.
Мне приятно (piacere) познакомиться (conoscere).;Piacere di conoscerLa.
Вы свободны (libero) сегодня (oggi) вечером (sera)?;Sei libero questa sera?
Жаль (dispiace), что не можем (potere) встретиться (incontrarsi).;Mi dispiace che non possiamo incontrarci.
Я тебя понял (capire).;Ho capito.
Не понимаю (capire), о чём речь (trattarsi).;Non capisco di cosa si tratta.
Это типа (tipo) круто (fico).;È tipo fico.
Короче (insomma), дело (questione) такое (questo).;Insomma, la questione è questa.
Ладно (d'accordo), договорились (accordo).;D'accordo, accordo.
Без проблем (problema), сделаю (fare).;Nessun problema, lo faccio.
Серьёзно (davvero)?;Davvero?
Это невероятно (incredibile)!;È incredibile!
Какой кошмар (incubo)!;Che incubo!
Лучше (meglio) не бывает (potere essere).;Non potrebbe essere migliore.
Типа того (più o meno).;Più o meno.
Что-то (qualcosa) вроде того (genere).;Qualcosa del genere.
Черт его знает (chi lo sa).;Chi lo sa.
Бог его знает (Dio solo lo sa).;Dio solo lo sa.
