B09 - Condizionale Semplice
Я купил бы дом (comprerei, casa);Comprerei una casa
Я пошёл бы домой (andrei, casa);Andrei a casa
Я сделал бы подарок (farei, regalo);Farei un regalo
Мы убрали бы кухню (puliremmo, cucina);Puliremmo la cucina
Он купил бы ту самую машину (comprerebbe, macchina);Comprerebbe la macchina
Они работали бы вместе (lavorerebbero, insieme);Lavorerebbero insieme
Вы сделали бы тот самый подарок (fareste, regalo);Fareste il regalo
Я был бы дома (sarei, casa);Sarei a casa
У нас была бы новая машина (avremmo, macchina, nuovo);Avremmo una macchina nuova
Ты пошёл бы на работу (andresti, lavoro);Andresti al lavoro
Говорят, та самая кухня маленькая (cucina, sarebbe, piccolo);La cucina sarebbe piccola
Та самая семья готовила бы сегодня (famiglia, cucinerebbe, oggi);La famiglia cucinerebbe oggi
Мы купили бы и дом, и машину (compreremmo, casa, macchina);Compreremmo la casa e la macchina
