A12 - Avverbi di frequenza / quantità
Я всегда покупаю новые книги (compro, libro, nuovo, sempre);Compro sempre libri nuovi
Я часто покупаю машины (compro, macchina, spesso);Compro spesso delle macchine
Ты всегда убираешь кухню (pulisci, cucina, sempre);Pulisci sempre la cucina
Он часто готовит обед (cucina, spesso, cena);Cucina spesso una cena
Мы всегда работаем в субботу (lavoriamo, sempre, sabato);Lavoriamo sempre di sabato
Я никогда не покупаю книги (compro, libro, mai);Non compro mai libri
Ты никогда не готовишь ужин (cucini, mai, cena);Non cucini mai una cena
Он больше не покупает машины (compra, macchina, più);Non compra più macchine
Она больше не убирает комнату брата (pulisce, stanza, fratello, più);Non pulisce più la stanza del fratello
Я готовлю много (cucino, molto);Cucino molto
Ты мало работаешь по дому (lavori, poco, in, casa);Lavori poco in casa
Они покупают слишком много книг (comprano, troppo, libro);Comprano troppi libri
Я иногда убираюсь на кухне (qualche volta, pulire, cucina);Qualche volta pulisco in cucina
Он редко готовит (raramente, cucinare);Cucina raramente
Я готовлю достаточно (abbastanza, cucinare);Cucino abbastanza
Я работаю меньше (meno, lavorare);Lavoro di meno
