1	B22 - Pronomi Relativi
2	Дом, который я покупаю (casa, che, comprare);La casa che compro
3	Подарок, который я делаю (regalo, che, fare);Il regalo che faccio
4	Дом, в который он идёт (casa, in cui, andare);La casa in cui va
5	Книга, которую я читаю (libro, che, leggere);Il libro che leggo
6	Семья, с которой мы работаем (famiglia, con cui, lavorare);La famiglia con cui lavoriamo
7	Кухня, которую убирают (cucina, che, pulire);La cucina che puliscono
8	Работа, о которой я говорю (lavoro, di cui, parlare);Il lavoro di cui parlo
9	Машина, которую покупает та самая семья (macchina, che, comprare, famiglia);La macchina che la famiglia compra
10	Семья, к которой он приходит (famiglia, a cui, venire);La famiglia a cui viene
11	Дом, из-за которого он уехал (casa, per cui, partire);La casa per cui è partito
12	Книга, о которой мы говорим — формально (libro, il quale, parlare);Il libro del quale parliamo
