C20 - Stile: parafrasi / sinonimia / riformulazione
Я покупаю дом (comprare, casa, presente);Compro una casa
Дом куплен мной (casa, essere comprato, da, io);La casa è comprata da me
Покупаю дом прямо сейчас (stare, comprando, casa);Sto comprando una casa
Я его покупаю — тот дом (lo, comprare);Lo compro
Хочу купить дом (volere, comprare, casa);Voglio comprare una casa
Купил бы дом (condizionale, comprare, casa);Comprerei una casa
Иду домой (andare, casa);Vado a casa
Туда я и иду (ci, andare);Ci vado
Шёл домой, когда позвонили (andare, casa, imperfetto, mentre);Andavo a casa quando hanno chiamato
Я пошёл домой (andare, casa, PP);Sono andato a casa
Хочу пойти домой (volere, andare, casa);Voglio andare a casa
Пошёл бы домой (condizionale, andare, casa);Andrei a casa
Делаю подарок (fare, regalo);Faccio un regalo
Подарок сделан (regalo, essere fatto);Il regalo è fatto
Делаю его — тот подарок (lo, fare);Lo faccio
