"Russian sentence (with Italian hints);Italian translation"
"A05 - Forma di cortesia (Lei)";A05 - Forma di cortesia (Lei)
"Как тебя зовут? (Come ti chiami?)";Come ti chiami?
"Как Вас зовут? (Come si chiama?)";Come si chiama?
"Ты говоришь по-итальянски? (Tu parli italiano?)";Tu parli italiano?
"А Вы говорите по-итальянски? (Lei parla italiano?)";Lei parla italiano?
"Ты понимаешь итальянский? (Tu capisci l'italiano?)";Tu capisci l'italiano?
"А Вы понимаете итальянский? (Lei capisce l'italiano?)";Lei capisce l'italiano?
"Ты живёшь в Риме? (Tu abiti a Roma?)";Tu abiti a Roma?
"А Вы живёте в Риме? (Lei abita a Roma?)";Lei abita a Roma?
"Ты работаешь здесь? (Tu lavori qui?)";Tu lavori qui?
"А Вы работаете здесь? (Lei lavora qui?)";Lei lavora qui?
"Ты устал? (Tu sei stanco?)";Tu sei stanco?
"А Вы устали? (Lei è stanco?)";Lei è stanco?
"Ты хочешь есть? (Tu hai fame?)";Tu hai fame?
"А Вы хотите есть? (Lei ha fame?)";Lei ha fame?
"Ты учишь итальянский? (Tu studi italiano?)";Tu studi italiano?
"А Вы учите итальянский? (Lei studia italiano?)";Lei studia italiano?
"Ты из Милана? (Tu vieni da Milano?)";Tu vieni da Milano?
"А Вы откуда? (Lei da dove viene?)";Lei da dove viene?
"Как Ваши дела? (Come sta?)";Come sta?
"Хорошо, спасибо. А у Вас? (Bene, grazie. E Lei?)";Bene, grazie. E Lei?
"Вы из Рима? (Lei è di Roma?)";Lei è di Roma?
"Вам нужна помощь? (Ha bisogno di aiuto?)";Ha bisogno di aiuto?
"Вы хотите кофе? (Desidera un caffè?)";Desidera un caffè?
"Пожалуйста, как Вас зовут? (Per favore, come si chiama?)";Per favore, come si chiama?
"Спасибо, Вы очень любезны (Grazie, Lei è gentile)";Grazie, Lei è gentile
"До свидания, до скорой (Arrivederci, a presto)";Arrivederci, a presto
"Хорошего дня (Buona giornata)";Buona giornata
"Очень приятно (Piacere)";Piacere
"Как Ваша фамилия? (Qual è il Suo cognome?)";Qual è il Suo cognome?
"Вы живёте в Италии? (Lei abita in Italia?)";Lei abita in Italia?
"Вы работаете здесь? (Lei lavora qui?)";Lei lavora qui?
"Вы говорите по-английски? (Lei parla inglese?)";Lei parla inglese?
"Вы понимаете по-итальянски? (Lei capisce l'italiano?)";Lei capisce l'italiano?
"Вы живёте в Риме? (Lei vive a Roma?)";Lei vive a Roma?
"Как Вы? (Come sta Lei?)";Come sta Lei?
"У Вас есть время? (Ha tempo Lei?)";Ha tempo Lei?
"Вы из какого города? (Di quale città è?)";Di quale città è?
"Откуда Вы? (Da dove viene?)";Da dove viene?
"Пожалуйста (Per favore)";Per favore
"Спасибо (Grazie)";Grazie
"Пожалуйста (Prego)";Prego
"Вы учите italiano? (Lei studia italiano?)";Lei studia italiano?
"Вы живёте в Италии? (Lei vive in Italia?)";Lei vive in Italia?
