C14 - Connettivi avanzati
Он устал (stanco), nondimeno (= тем не менее) продолжает (continuare) работать (lavorare);È stanco, nondimeno continua a lavorare
Дождь (pioggia) шёл, ciononostante (= тем не менее) мы вышли (uscire);Pioveva, ciononostante siamo usciti
У нас мало (poco) времени (tempo), pertanto (= поэтому) надо (dovere) действовать (agire) быстро (velocemente);Abbiamo poco tempo, pertanto dobbiamo agire velocemente
Он не пришёл (venire), pertanto мы ушли (andare);Non è venuto, pertanto siamo andati
Я изучаю (studiare), affinché (= чтобы) сдать (passare) экзамен (esame);Studio, affinché io passi l'esame
Она работает (lavorare), affinché семья (famiglia) жила (vivere) хорошо (bene);Lavora, affinché la famiglia viva bene
Мы повторяем (ripetere), affinchе вы запомнили (ricordare);Ripetiamo, affinché voi ricordiate
Qualora (= если/в случае, если) придёшь (venire), позвони (chiamare);Qualora tu venga, chiama
Qualorable нужна (servire) помощь (aiuto), скажи (dire);Qualora tu abbia bisogno di aiuto, dillo
Qualorama он опоздает (arrivare in ritardo), мы начнём (iniziare) без него (senza di lui);Qualora lui arrivi in ritardo, iniziamo senza lui
Я помогу (aiutare), purché (= при условии, что) ты попросишь (chiedere);Ti aiuterò, purché tu chieda
Она придёт (venire), purché будет (esserci) время (tempo);Verrà, purché abbia tempo
Мы можем (potere) идти (andare), purché не поздно (tardi);Possiamo andare, purché non sia tardi
Я занят (occupato), nondimeno могу (potere) помочь (aiutare);Sono occupato, nondimeno posso aiutare
Она не изучала (studiare) этот предмет (materia), ciononostante сдала (passare) экзамен (esame);Non ha studiato la materia, ciononostante ha passato l'esame
Я изучил (studiare) итальянский (italiano), pertanto понимаю (capire) этот текст (testo);Ho studiato l'italiano, pertanto capisco questo testo
Она заболела (ammalarsi), pertanto не могла (potere) прийти (venire);Si è ammalata, pertanto non poteva venire
Работа (lavoro) была сложной (difficile), nondimeno мы закончили (finire) в срок (tempo);Il lavoro era difficile, nondimeno abbiamo finito in tempo
Я не согласен (d'accordo), ciononostante уважаю (rispettare) твоё мнение (parere);Non sono d'accordo, ciononostante rispetto il tuo parere
Дорога (strada) закрыта (chiudere), pertanto ищем (cercare) другой (altro) путь (percorso);La strada è chiusa, pertanto cerchiamo un altro percorso
Урок (lezione) закончился (finire), nondimeno студенты (studente) остались (restare);La lezione è finita, nondimeno gli studenti sono rimasti
Она не говорила (parlare) по-итальянски (italiano), ciononostante поняла (capire) всё (tutto);Non parlava italiano, ciononostante ha capito tutto
Он устал (stanco), pertando пошёл (andare) спать (dormire);È stanco, pertanto è andato a dormire
Я не знал (sapere), pertanto не мог (potere) помочь (aiutare);Non sapevo, pertanto non potevo aiutare
Машина (macchina) сломалась (rompersi), ciononostante мы приехали (arrivare) вовремя (tempo);La macchina si è rotta, ciononostante siamo arrivati in tempo
Погода (tempo) плохая (brutto), nondimeno мы идём (andare);Il tempo è brutto, nondimeno andiamo
Она любит (amare) кофе (caffè), pertanto пьёт (bere) его каждое (ogni) утро (mattina);Le piace il caffè, pertanto lo beve ogni mattina
Я объясняю (spiegare), affinché ты понял (capire);Spiego, affinché tu capisca
Он говорит (parlare) громко (alto), affinchе все (tutti) слышали (sentire);Parla alto, affinché tutti sentano
Она учит (studiare) итальянский (italiano), affinchе могла (potere) работать (lavorare) в Риме (Roma);Studia l'italiano, affinché possa lavorare a Roma
Мы пишем (scrivere), affinchе он знал (sapere);Scriviamo, affinché lui sappia
Я помогаю (aiutare), affinchе они закончили (finire);Aiuto, affinché finiscano
Она готовит (preparare), affinchе дети (bambino) поели (mangiare);Prepara, affinché i bambini mangino
Qualorama пойдёт (piovere) дождь (pioggia), останемся (restare) дома (casa);Qualora piova, restiamo a casa
Он согласится (essere d'accordo), purché цена (prezzo) низкая (basso);Sarà d'accordo, purché il prezzo sia basso
Я делаю (fare) это, purché ты помогаешь (aiutare);Lo faccio, purché tu mi aiuti
Мы останемся (restare), purchе есть (esserci) места (posto);Restiamo, purché ci siano posti
Она говорит (parlare), purchе её слушают (ascoltare);Parla, purché la ascoltino
Affinchе всё (tutto) было готово (pronto), мы работаем (lavorare);Affinché tutto sia pronto, lavoriamo
Nondimeno трудно (difficile), я учусь (studiare);Nondimeno è difficile, studio
Ciononostante шумно (rumore), он читает (leggere);Ciononostante c'è rumore, legge
