C06 - Concordanza dei tempi (Congiuntivo)
Я думаю, что он дома;Penso che lui sia a casa
Она считает, что это правда;Pensa che questo sia vero
Мы надеемся, что они придут;Speriamo che loro vengano
Ты веришь, что она знает это?;Credi che lei lo sappia?
Он говорит, что это важно;Dice che questo sia importante
Я думаю, что у них есть время;Penso che loro abbiano tempo
Она сомневается, что он хочет это;Dubita che lui lo voglia
Мы опасаемся, что они опоздают;Temiamo che loro arrivino in ritardo
Ты надеешься, что она получит работу?;Speri che lei ottenga il lavoro?
Я полагаю, что это возможно;Penso che questo sia possibile
Я думал, что он дома;Pensavo che lui fosse a casa
Она считала, что это правда;Pensava che questo fosse vero
Мы надеялись, что они придут;Speravamo che loro venissero
Ты верил, что она знает это?;Credevi che lei lo sapesse?
Он говорил, что это важно;Diceva che questo fosse importante
Я думал, что у них есть время;Pensavo che loro avessero tempo
Она сомневалась, что он хочет это;Dubitava che lui lo volesse
Мы опасались, что они опоздают;Temevamo che loro arrivassero in ritardo
Ты надеялся, что она получит работу?;Speravi che lei ottenesse il lavoro?
Я полагал, что это возможно;Pensavo che questo fosse possibile
Я буду думать, что он дома;Penserò che lui sia a casa
Она подумает, что это правда;Penserà che questo sia vero
Мы будем надеяться, что они придут;Spereremo che loro vengano
Ты поверишь, что она знает это?;Crederai che lei lo sappia?
Он скажет, что это важно;Dirà che questo sia importante
Я буду полагать, что это возможно;Penserò che questo sia possibile
Я подумал бы, что он дома;Penserei che lui fosse a casa
Она подумала бы, что это правда;Penserebbe che questo fosse vero
Мы бы надеялись, что они придут;Spereremmo che loro venissero
Ты бы поверил, что она знает это?;Crederesti che lei lo sapesse?
Он сказал бы, что это важно;Direbbe che questo fosse importante
Я бы полагал, что это возможно;Penserei che questo fosse possibile
Я думаю, что он был дома вчера;Penso che lui sia stato a casa ieri
Она считает, что это было правдой;Pensa che questo sia stato vero
Мы надеемся, что они пришли вчера;Speriamo che loro siano venuti ieri
Ты веришь, что она знала это?;Credi che lei lo abbia saputo?
Он говорит, что это было важно;Dice che questo sia stato importante
Я думаю, что у них было время;Penso che loro abbiano avuto tempo
Она сомневается, что он хотел это;Dubita che lui lo abbia voluto
Мы опасаемся, что они опоздали;Temiamo che loro siano arrivati in ritardo
Ты надеешься, что она получила работу?;Speri che lei abbia ottenuto il lavoro?
Я полагаю, что это было возможно;Penso che questo sia stato possibile
