A09 - Preposizioni semplici e articolate
Я живу дома (abitare, a, casa);Abito a casa
Ты живёшь в городе (abitare, in, città);Abiti in una città
Он живёт в Италии (abitare, in, Italia);Abita in Italia
Она живёт в Риме (abitare, a, Roma);Abita a Roma
Мы живём в том самом городе (abitare, in, città);Abitiamo in quella città
Они живут на той самой улице (abitare, in, strada);Abitano in quella strada
Тот самый студент идёт в школу (andare, a, scuola);Lo studente va a scuola
Та самая женщина идёт на работу (andare, a, lavoro);La donna va al lavoro
Тот самый ребёнок идёт в парк (andare, in, parco);Il bambino va nel parco
Тот самый друг идёт в ресторан (andare, al, ristorante);L'amico va al ristorante
Я иду в ту самую школу (andare, alla, scuola);Vado a quella scuola
Ты идёшь в тот самый магазин (andare, al, negozio);Vai a quel negozio
Он идёт в тот самый офис (andare, in, ufficio);Va in quell'ufficio
Она идёт в ту самую церковь (andare, in, chiesa);Va in quella chiesa
Мы идём в тот самый бар (andare, al, bar);Andiamo a quel bar
Они идут на тот самый рынок (andare, al, mercato);Vanno a quel mercato
Я делаю подарок для той самой семьи (fare, regalo, per, famiglia);Faccio un regalo per la famiglia
Ты покупаешь книгу для того самого студента (comprare, libro, per, studente);Compri un libro per lo studente
Он готовит ужин для того самого друга (cucinare, cena, per, amico);Cucina una cena per l'amico
Она убирает комнату для того самого ребёнка (pulire, stanza, per, bambino);Pulisce la stanza per il bambino
Мы делаем подарок для той самой матери (fare, regalo, per, madre);Facciamo un regalo per la madre
Они покупают дом для той самой семьи (comprare, casa, per, famiglia);Comprano una casa per la famiglia
Тот самый подарок для того самого студента (regalo, per, lo, studente);Il regalo per lo studente
Та самая книга для того самого преподавателя (libro, per, il, professore);Il libro per il professore
Тот самый стол для той самой кухни (tavolo, per, la, cucina);Il tavolo per la cucina
Тот самый ужин для тех самых друзей (cena, per, gli, amici);La cena per gli amici
Он приходит из дома (venire, da, casa);Viene da casa
Она приходит из той самой школы (venire, dalla, scuola);Viene da quella scuola
Тот самый студент приходит из того самого офиса (venire, dall', ufficio);Lo studente viene da quell'ufficio
Та самая женщина приходит из того самого магазина (venire, dal, negozio);La donna viene da quel negozio
Тот самый друг приходит из того самого ресторана (venire, dal, ristorante);L'amico viene da quel ristorante
Мы приходим из той самой церкви (venire, dalla, chiesa);Veniamo da quella chiesa
Они приходят из того самого парка (venire, dal, parco);Vengono da quel parco
Тот самый дом семьи (casa, della, famiglia);La casa della famiglia
Та самая машина того самого друга (macchina, dell', amico);La macchina dell'amico
Тот самый подарок того самого ребёнка (regalo, del, bambino);Il regalo del bambino
Та самая книга того самого студента (libro, dello, studente);Il libro dello studente
Тот самый стол того самого ресторана (tavolo, del, ristorante);Il tavolo del ristorante
Тот самый сад того самого дома (giardino, della, casa);Il giardino della casa
Те самые деньги той самой семьи (soldi, della, famiglia);I soldi della famiglia
Та самая дверь того самого офиса (porta, dell', ufficio);La porta dell'ufficio
Тот самый телефон того самого врача (telefono, del, dottore);Il telefono del dottore
