C02 - Periodo Ipotetico: 3 tipi
Если я покупаю дом, я работаю (se, compro, casa, lavoro);Se compro una casa, lavoro
Если та самая семья готовит, ужин готов (se, famiglia, cucina, cena, essere, pronto);Se la famiglia cucina, la cena è pronta
Если мы не работаем, уезжаем домой (se, non, lavoriamo, partiamo, casa);Se non lavoriamo, partiamo per casa
Если ты учишь язык, понимаешь больше (se, studi, lingua, capisci, di più);Se studi la lingua, capisci di più
Если она читает книгу, узнаёт историю (se, legge, libro, sa, storia);Se legge il libro, sa la storia
Если они приходят, начинаем ужин (se, vengono, iniziamo, cena);Se vengono, iniziamo la cena
Если дождь идёт, остаёмся дома (se, piove, restiamo, casa);Se piove, restiamo a casa
Если ты хочешь, мы идём в кино (se, vuoi, andiamo, cinema);Se vuoi, andiamo al cinema
Если время есть, посещаем город (se, c'è, tempo, visitiamo, città);Se c'è tempo, visitiamo la città
Если я нахожу работу, переезжаю (se, trovo, lavoro, mi, trasferisco);Se trovo un lavoro, mi trasferisco
Если тот самый магазин открыт, покупаю хлеб (se, negozio, essere, aperto, compro, pane);Se il negozio è aperto, compro il pane
Если он помогает, заканчиваем рано (se, aiuta, finiamo, presto);Se aiuta, finiamo presto
Если вы звоните, я отвечаю (se, chiamate, rispondo);Se chiamate, rispondo
Если та самая машина новая, стоит дорого (se, macchina, essere, nuova, costa, molto);Se la macchina è nuova, costa molto
Если погода хорошая, идём в парк (se, tempo, essere, buono, andiamo, parco);Se il tempo è buono, andiamo al parco
Я купил бы дом (comprerei, casa);Comprerei una casa
Я пошёл бы домой (andrei, casa);Andrei a casa
Я сделал бы подарок (farei, regalo);Farei un regalo
Мы убрали бы кухню (puliremmo, cucina);Puliremmo la cucina
Та самая семья готовила бы сегодня (famiglia, cucinerebbe, oggi);La famiglia cucinerebbe oggi
Они работали бы вместе (lavorerebbero, insieme);Lavorerebbero insieme
Ты пошёл бы на работу (andresti, lavoro);Andresti al lavoro
Она купила бы ту самую машину (comprerebbe, macchina);Comprerebbe la macchina
Мы были бы дома (saremmo, casa);Saremmo a casa
Вы пришли бы на встречу (verreste, incontro);Verreste all'incontro
Говорят, та самая кухня маленькая (cucina, sarebbe, piccola);La cucina sarebbe piccola
Я выпил бы кофе (berrei, caffè);Berrei un caffè
Они помогли бы нам (ci, aiuterebbero);Ci aiuterebbero
Я поехал бы в тот самый город (andrei, città);Andrei in quella città
Мы купили бы и дом, и машину (compreremmo, casa, macchina);Compreremmo la casa e la macchina
Если бы я покупал дом, я работал (se, comprassi, casa, lavorerei);Se comprassi una casa, lavorerei
Если бы мы убирали кухню, готовили бы вместе (se, pulissimo, cucina, cucineremmo, insieme);Se pulissimo la cucina, cucineremmo insieme
Если бы та самая семья уезжала, мы бы работали (se, famiglia, partisse, lavoreremmo);Se la famiglia partisse, lavoreremmo
Если бы ты учил язык, понимал бы больше (se, studiassi, lingua, capiresti, di più);Se studiassi la lingua, capiresti di più
Если бы она читала книгу, знала бы историю (se, leggesse, libro, saprebbe, storia);Se leggesse il libro, saprebbe la storia
Если бы они приходили, начинали бы ужин (se, venissero, inizieremmo, cena);Se venissero, inizieremmo la cena
Если бы шёл дождь, оставались бы дома (se, piovesse, resteremmo, casa);Se piovesse, resteremmo a casa
Если бы ты хотел, мы бы пошли в кино (se, volessi, andremmo, cinema);Se volessi, andremmo al cinema
Если бы время было, посещали бы город (se, ci fosse, tempo, visiteremmo, città);Se ci fosse tempo, visiteremmo la città
Если бы я находил работу, переезжал бы (se, trovassi, lavoro, mi, trasferirei);Se trovassi un lavoro, mi trasferirei
Если бы тот самый магазин был открыт, покупал бы хлеб (se, negozio, fosse, aperto, comprerei, pane);Se il negozio fosse aperto, comprerei il pane
Если бы он помогал, заканчивали бы рано (se, aiutasse, finiremmo, presto);Se aiutasse, finiremmo presto
Если бы вы звонили, я бы отвечал (se, chiamaste, risponderei);Se chiamaste, risponderei
