B12 - Pronomi Indiretti
Я покупаю ему дом (gli, comprare, casa);Gli compro una casa
Я делаю ему подарок (gli, fare, regalo);Gli faccio un regalo
Я покупаю ей машину (le, comprare, macchina);Le compro una macchina
Я ему говорю (gli, dire);Gli dico
Она мне отвечает (mi, rispondere);Mi risponde
Мы вам пишем (vi, scrivere);Vi scriviamo
Ты ей даришь книгу (le, regalare, libro);Le regali un libro
Он мне говорит (mi, dire);Mi dice
Они нам отвечают (ci, rispondere);Ci rispondono
Мы дарим тебе машину (ti, regalare, macchina);Ti regaliamo la macchina
Я ему пишу о подарке (gli, scrivere, regalo);Gli scrivo del regalo
Она ему рассказывает историю (gli, raccontare, storia);Gli racconta la storia
Мы ей показываем город (le, mostrare, città);Le mostriamo la città
Ты мне объясняешь правило (mi, spiegare, regola);Mi spieghi la regola
Они дают нам книгу (ci, dare, libro);Ci danno un libro
Я пишу маме письмо (le, scrivere, lettera);Le scrivo una lettera
Он говорит отцу правду (gli, dire, verità);Gli dice la verità
Мы отвечаем учителю (gli, rispondere);Gli rispondiamo
Она дарит другу подарок (gli, regalare, regalo);Gli regala un regalo
Ты пишешь сестре (le, scrivere);Le scrivi
Я даю детям воду (gli, dare, acqua);Gli do l'acqua
Он рассказывает семье историю (gli, raccontare, storia);Gli racconta una storia
Мы объясняем студентам правило (gli, spiegare, regola);Gli spieghiamo la regola
Она показывает туристам город (gli, mostrare, città);Gli mostra la città
Я отвечаю врачу (gli, rispondere);Gli rispondo
Ты даёшь официанту деньги (gli, dare, soldi);Gli dai i soldi
Мы пишем директору (gli, scrivere);Gli scriviamo
Они говорят нам правду (ci, dire, verità);Ci dicono la verità
Я отвечаю вам (vi, rispondere);Vi rispondo
Она пишет им письмо (gli, scrivere, lettera);Gli scrive una lettera
Он дарит ей цветы (le, regalare, fiori);Le regala i fiori
Мы даём ему ключ (gli, dare, chiave);Gli diamo la chiave
Ты рассказываешь мне секрет (mi, raccontare, segreto);Mi racconti un segreto
Она объясняет мне задачу (mi, spiegare, problema);Mi spiega il problema
Они показывают нам дорогу (ci, mostrare, strada);Ci mostrano la strada
Я говорю ему спасибо (gli, dire, grazie);Gli dico grazie
Мы пишем вам ответ (vi, scrivere, risposta);Vi scriviamo una risposta
Он отвечает ей письмом (le, rispondere, lettera);Le risponde con una lettera
Ты даришь нам подарок (ci, regalare, regalo);Ci regali un regalo
Она даёт им шанс (gli, dare, possibilità);Gli dà una possibilità
Я рассказываю историю детям (gli, raccontare, storia);Gli racconto una storia
Мы объясняем тебе ситуацию (ti, spiegare, situazione);Ti spieghiamo la situazione
Он пишет мне о работе (mi, scrivere, lavoro);Mi scrive del lavoro
Она говорит с ним (gli, parlare);Gli parla
Они отвечают мне быстро (mi, rispondere, presto);Mi rispondono presto
Ты показываешь ей фотографию (le, mostrare, foto);Le mostri una foto
Мы дарим им книги (gli, regalare, libri);Gli regaliamo i libri
Я даю тебе совет (ti, dare, consiglio);Ti do un consiglio
Она пишет ему о поездке (gli, scrivere, viaggio);Gli scrive del viaggio
Он рассказывает нам новости (ci, raccontare, notizie);Ci racconta le notizie
Ты объясняешь ей разницу (le, spiegare, differenza);Le spieghi la differenza
Они дают мне возможность (mi, dare, possibilità);Mi danno una possibilità
Я говорю ему адрес (gli, dire, indirizzo);Gli dico l'indirizzo
Мы отвечаем ему письмом (gli, rispondere, lettera);Gli rispondiamo con una lettera
Она дарит маме шарф (le, regalare, sciarpa);Le regala una sciarpa
Он пишет ей каждый день (le, scrivere, ogni giorno);Le scrive ogni giorno
Ты говоришь нам правду? (ci, dire, verità);Ci dici la verità?
Я показываю ему дом (gli, mostrare, casa);Gli mostro la casa
Они рассказывают детям сказку (gli, raccontare, favola);Gli raccontano una favola
Мы объясняем вам правило (vi, spiegare, regola);Vi spieghiamo la regola
Она отвечает мне на вопрос (mi, rispondere, domanda);Mi risponde alla domanda
Он даёт ей книгу (le, dare, libro);Le dà un libro
Ты пишешь ему о концерте (gli, scrivere, concerto);Gli scrivi del concerto
Я дарю тебе эту машину (ti, regalare, macchina);Ti regalo questa macchina
Мы говорим им спасибо (gli, dire, grazie);Gli diciamo grazie
Она показывает мне комнату (mi, mostrare, camera);Mi mostra la camera
Он объясняет студентам правило (gli, spiegare, regola);Gli spiega la regola
Ты отвечаешь маме? (le, rispondere);Le rispondi?
Они дают ему работу (gli, dare, lavoro);Gli danno un lavoro
Я пишу ей о вечеринке (le, scrivere, festa);Le scrivo della festa
Мы рассказываем другу историю (gli, raccontare, storia);Gli raccontiamo una storia
Она дарит ему часы (gli, regalare, orologio);Gli regala un orologio
Он говорит мне время (mi, dire, ora);Mi dice l'ora
Ты показываешь им город? (gli, mostrare, città);Gli mostri la città?
Я отвечаю тебе честно (ti, rispondere, onestamente);Ti rispondo onestamente
Они пишут нам о каникулах (ci, scrivere, vacanza);Ci scrivono delle vacanze
Мы даём ей цветы (le, dare, fiori);Le diamo i fiori
Она рассказывает ему историю (gli, raccontare, storia);Gli racconta una storia
Он объясняет мне грамматику (mi, spiegare, grammatica);Mi spiega la grammatica
Ты даришь ей кольцо (le, regalare, anello);Le regali un anello
Я говорю им адрес (gli, dire, indirizzo);Gli dico l'indirizzo
Мы отвечаем вам сегодня (vi, rispondere, oggi);Vi rispondiamo oggi
Она показывает ему фотографию (gli, mostrare, foto);Gli mostra una foto
Он пишет нам открытку (ci, scrivere, cartolina);Ci scrive una cartolina
Ты даёшь мне воду? (mi, dare, acqua);Mi dai l'acqua?
Они рассказывают нам о путешествии (ci, raccontare, viaggio);Ci raccontano del viaggio
Я объясняю тебе правило (ti, spiegare, regola);Ti spiego la regola
Мы дарим ей платье (le, regalare, vestito);Le regaliamo un vestito
Она говорит мне ответ (mi, dire, risposta);Mi dice la risposta
Он отвечает им быстро (gli, rispondere, presto);Gli risponde presto
Ты пишешь маме открытку? (le, scrivere, cartolina);Le scrivi una cartolina?
Я показываю им дорогу (gli, mostrare, strada);Gli mostro la strada
Мы даём тебе советы (ti, dare, consigli);Ti diamo consigli
Она рассказывает мне секреты (mi, raccontare, segreti);Mi racconta i segreti
Он объясняет ей математику (le, spiegare, matematica);Le spiega la matematica
Ты даришь нам цветы? (ci, regalare, fiori);Ci regali i fiori?
Они говорят мне новости (mi, dire, notizie);Mi dicono le notizie
