G096 - Essere в imperfetto: ero / eri / era…
Дом был большим (essere, la casa, grande);La casa era grande
Мы были дома (essere, a casa);Eravamo a casa
Я был дома (essere, a casa);Ero a casa
Ты был болен (essere, malato);Eri malato
Анна была на работе (essere, in ufficio);Anna era in ufficio
Книга была интересной (essere, il libro, interessante);Il libro era interessante
Мы были друзьями (essere, amico);Eravamo amici
Вы были детьми (essere, bambini);Eravate bambini
Они были дома (essere, a casa);Erano a casa
Раньше я был учителем (essere, prima, insegnante);Prima ero insegnante
Раньше Анна была врачом (essere, prima, dottoressa);Prima Anna era dottoressa
Раньше они всегда были счастливы (essere, prima, sempre, felici);Prima erano sempre felici
Где ты был? (essere);Dove eri?
