G124 - Некоторое количество предметов: dei / degli / delle
Я покупаю несколько книг (comprare, libro);Compro dei libri
Я покупаю несколько домов (comprare, casa);Compro delle case
Я вижу нескольких друзей (vedere, amico);Vedo degli amici
У нас есть несколько книг (avere, libro);Abbiamo dei libri
Здесь несколько чашек (tazza);Ci sono delle tazze qui
Я беру несколько яблок (prendere, mela);Prendo delle mele
Мы ждём нескольких студентов (aspettare, studente);Aspettiamo degli studenti
Я хочу несколько туфель (volere, scarpa);Voglio delle scarpe
Ты видишь несколько домов? (vedere, casa);Vedi delle case?
Я покупаю несколько цветов для мамы (comprare, fiore, la mamma);Compro dei fiori per la mamma
Я читаю несколько газет (leggere, giornale);Leggo dei giornali
